dataset,competencia,pais_economia,anio,indicador,dimension,grupo,nivel,valor,valor_2,valor_3,unidad,nota,fuente,archivo_origen
Distribución por niveles de desempeño,Ciencia,,2022,Distribución de estudiantes por nivel,,Privado,Nivel 4,8.32,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2022,Distribución de estudiantes por nivel,,Nacional,Nivel 5,0.5,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2022,Distribución de estudiantes por nivel,,Hombres,Nivel 5,0.75,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2022,Distribución de estudiantes por nivel,,Mujeres,Nivel 5,0.246,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2022,Distribución de estudiantes por nivel,,Público,Nivel 5,0.23,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2022,Distribución de estudiantes por nivel,,Privado,Nivel 5,1.26,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2022,Distribución de estudiantes por nivel,,Nacional,Nivel 6,0.02,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2022,Distribución de estudiantes por nivel,,Hombres,Nivel 6,0.04,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2022,Distribución de estudiantes por nivel,,Mujeres,Nivel 6,0.01,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2022,Distribución de estudiantes por nivel,,Público,Nivel 6,0.01,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2022,Distribución de estudiantes por nivel,,Privado,Nivel 6,0.06,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Nacional,Debajo de Nivel 1b,3.0960400000000003,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Hombres,Debajo de Nivel 1b,2.65817,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Mujeres,Debajo de Nivel 1b,3.54916,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Público,Debajo de Nivel 1b,3.975577029386,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Privado,Debajo de Nivel 1b,0.821724269265858,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 1b,16.553530000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 1b,16.08062,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 1b,17.042900000000003,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Público,Nivel 1b,20.04109814632518,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 1b,7.535286414879204,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 1a,32.86802,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 1a,31.271500000000003,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 1a,34.52013,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Público,Nivel 1a,36.77623603681562,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 1a,22.76206905446702,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 2,30.63228,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 2,30.772050000000004,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 2,30.487640000000003,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Público,Nivel 2,28.32324035066673,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 2,36.60305227704217,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 3,13.837150000000001,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 3,15.227800000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 3,12.398090000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Público,Nivel 3,9.589149900807149,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 3,24.82174825436359,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 4,2.82805,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 4,3.7457000000000003,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 4,1.8784500000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Público,Nivel 4,1.260802831635054,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 4,6.880671145804749,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 5,0.18253000000000003,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 5,0.23947000000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 5,0.12362000000000001,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Público,Nivel 5,0.0338957043642739,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 5,0.5668848960010016,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 6,0.00239,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 6,0.0047,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 6,0,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Público,Nivel 6,0,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Ciencia,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 6,0.008563688176401851,,,%,,,niveles_desempeno.csv
Puntajes promedio Perú por grupo,Lectura,,2000,Puntaje medio,,Nacional,,327.08484294049106,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2000,Puntaje medio,,Hombres,,323.9389937893593,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2000,Puntaje medio,,Mujeres,,330.4924188985306,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2009,Puntaje medio,,Nacional,,369.69576026267333,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2009,Puntaje medio,,Hombres,,358.7303783749239,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2009,Puntaje medio,,Mujeres,,380.88340650936584,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2009,Puntaje medio,,Público,,348,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2009,Puntaje medio,,Privado,,435,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2012,Puntaje medio,,Nacional,,384.1512234621934,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2012,Puntaje medio,,Hombres,,372.98871484990894,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2012,Puntaje medio,,Mujeres,,394.70070768430503,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2012,Puntaje medio,,Público,,367,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2012,Puntaje medio,,Privado,,436,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2015,Puntaje medio,,Nacional,,397.54,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2015,Puntaje medio,,Hombres,,393.7,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2015,Puntaje medio,,Mujeres,,401.42,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2015,Puntaje medio,,Público,,379.93,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2015,Puntaje medio,,Privado,,447.45,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2018,Puntaje medio,,Nacional,,400.51,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2018,Puntaje medio,,Hombres,,395.36,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2018,Puntaje medio,,Mujeres,,405.88,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2018,Puntaje medio,,Público,,381.09,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2018,Puntaje medio,,Privado,,457.46,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2022,Puntaje medio,,Nacional,,408.25,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2022,Puntaje medio,,Hombres,,404.19,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2022,Puntaje medio,,Mujeres,,412.3,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2022,Puntaje medio,,Público,,391.03,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2022,Puntaje medio,,Privado,,457.11,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2025,Puntaje medio,,Nacional,,390.13724,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2025,Puntaje medio,,Hombres,,381.68001000000004,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2025,Puntaje medio,,Mujeres,,398.88893,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2025,Puntaje medio,,Público,,372.7552016848448,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Lectura,,2025,Puntaje medio,,Privado,,435.0841257768188,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2009,Puntaje medio,,Nacional,,365.1072722397065,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2009,Puntaje medio,,Hombres,,373.82305394924606,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2009,Puntaje medio,,Mujeres,,356.21480466381365,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2009,Puntaje medio,,Público,,345,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2009,Puntaje medio,,Privado,,428,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2012,Puntaje medio,,Nacional,,368.1025471273556,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2012,Puntaje medio,,Hombres,,377.8172554965971,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2012,Puntaje medio,,Mujeres,,358.92135262858596,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2012,Puntaje medio,,Público,,350,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2012,Puntaje medio,,Privado,,422,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2015,Puntaje medio,,Nacional,,386.56,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2015,Puntaje medio,,Hombres,,391.28,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2015,Puntaje medio,,Mujeres,,381.8,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2015,Puntaje medio,,Público,,371.85,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2015,Puntaje medio,,Privado,,428.23,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2018,Puntaje medio,,Nacional,,399.84,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2018,Puntaje medio,,Hombres,,407.84,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2018,Puntaje medio,,Mujeres,,391.51,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2018,Puntaje medio,,Público,,382.66,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2018,Puntaje medio,,Privado,,450.21,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2022,Puntaje medio,,Nacional,,391.24,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2022,Puntaje medio,,Hombres,,398.82,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2022,Puntaje medio,,Mujeres,,383.65,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2022,Puntaje medio,,Público,,375.25,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2022,Puntaje medio,,Privado,,436.6,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2025,Puntaje medio,,Nacional,,382.43938,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2025,Puntaje medio,,Hombres,,388.73157000000003,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2025,Puntaje medio,,Mujeres,,375.92810000000003,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2025,Puntaje medio,,Público,,366.1586209427217,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Matemática,,2025,Puntaje medio,,Privado,,424.5385414782155,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2009,Puntaje medio,,Nacional,,369.3517713596617,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2009,Puntaje medio,,Hombres,,371.5850636829935,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2009,Puntaje medio,,Mujeres,,367.07321098445937,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2009,Puntaje medio,,Público,,350,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2009,Puntaje medio,,Privado,,429,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2012,Puntaje medio,,Nacional,,373.11344837438645,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2012,Puntaje medio,,Hombres,,376.1359264699845,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2012,Puntaje medio,,Mujeres,,370.25695920258875,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2012,Puntaje medio,,Público,,358,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2012,Puntaje medio,,Privado,,417,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2015,Puntaje medio,,Nacional,,396.68,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2015,Puntaje medio,,Hombres,,401.64,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2015,Puntaje medio,,Mujeres,,391.68,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2015,Puntaje medio,,Público,,382.25,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2015,Puntaje medio,,Privado,,437.57,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2018,Puntaje medio,,Nacional,,404.22,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2018,Puntaje medio,,Hombres,,410.72,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2018,Puntaje medio,,Mujeres,,397.44,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2018,Puntaje medio,,Público,,388.09,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2018,Puntaje medio,,Privado,,451.5,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2022,Puntaje medio,,Nacional,,407.78,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2022,Puntaje medio,,Hombres,,414.97,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2022,Puntaje medio,,Mujeres,,400.59,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2022,Puntaje medio,,Público,,391.63,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2022,Puntaje medio,,Privado,,453.6,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2025,Puntaje medio,,Nacional,,405.60048000000006,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2025,Puntaje medio,,Hombres,,411.0504,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2025,Puntaje medio,,Mujeres,,399.9608,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2025,Puntaje medio,,Público,,389.6393809264521,,,puntos PISA,,,medida_promedio.csv
Puntajes promedio Perú por grupo,Ciencia,,2025,Puntaje medio,,Privado,,446.8730703494896,,,puntos PISA,,,medida_promedio.csv
Comparación regional 2025,Ciencia,OCDE,2025,Puntaje medio,,,,482,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,Uruguay,2025,Puntaje medio,,,,445,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,Chile,2025,Puntaje medio,,,,442,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,Costa Rica,2025,Puntaje medio,,,,424,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,México,2025,Puntaje medio,,,,414,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,Colombia,2025,Puntaje medio,,,,414,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,Brasil,2025,Puntaje medio,,,,409,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,Perú,2025,Puntaje medio,,,,406,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,Ecuador,2025,Puntaje medio,,,,393,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,Argentina,2025,Puntaje medio,,,,393,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,El Salvador,2025,Puntaje medio,,,,385,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,República Dominicana,2025,Puntaje medio,,,,361,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,Paraguay,2025,Puntaje medio,,,,355,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Ciencia,Guatemala,2025,Puntaje medio,,,,351,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,OCDE,2025,Puntaje medio,,,,461,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,Chile,2025,Puntaje medio,,,,436,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,Uruguay,2025,Puntaje medio,,,,423,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,Costa Rica,2025,Puntaje medio,,,,416,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,Brasil,2025,Puntaje medio,,,,408,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,México,2025,Puntaje medio,,,,408,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,Colombia,2025,Puntaje medio,,,,399,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,Perú,2025,Puntaje medio,,,,390,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,Argentina,2025,Puntaje medio,,,,389,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,Ecuador,2025,Puntaje medio,,,,385,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,El Salvador,2025,Puntaje medio,,,,366,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,Paraguay,2025,Puntaje medio,,,,352,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,República Dominicana,2025,Puntaje medio,,,,346,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Lectura,Guatemala,2025,Puntaje medio,,,,337,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,OCDE,2025,Puntaje medio,,,,463,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,Uruguay,2025,Puntaje medio,,,,405,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,Chile,2025,Puntaje medio,,,,403,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,México,2025,Puntaje medio,,,,388,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,Costa Rica,2025,Puntaje medio,,,,387,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,Perú,2025,Puntaje medio,,,,382,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,Colombia,2025,Puntaje medio,,,,381,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,Brasil,2025,Puntaje medio,,,,377,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,Argentina,2025,Puntaje medio,,,,367,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,Ecuador,2025,Puntaje medio,,,,366,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,El Salvador,2025,Puntaje medio,,,,346,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,República Dominicana,2025,Puntaje medio,,,,339,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,Guatemala,2025,Puntaje medio,,,,334,,,puntos PISA,,,comparacion_regional_2025.csv
Comparación regional 2025,Matemática,Paraguay,2025,Puntaje medio,,,,334,,,puntos PISA,,,comparacion_regional_2025.csv
Indicadores internacionales 2025,Ciencia,OCDE,2025,Puntaje promedio,,,,482,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,Uruguay,2025,Puntaje promedio,,,,445,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,Chile,2025,Puntaje promedio,,,,442,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,Costa Rica,2025,Puntaje promedio,,,,424,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,México,2025,Puntaje promedio,,,,414,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,Colombia,2025,Puntaje promedio,,,,414,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,Brasil,2025,Puntaje promedio,,,,409,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,Perú,2025,Puntaje promedio,,,,406,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,Ecuador,2025,Puntaje promedio,,,,393,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,Argentina,2025,Puntaje promedio,,,,393,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,El Salvador,2025,Puntaje promedio,,,,385,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,Rep. Dominicana,2025,Puntaje promedio,,,,361,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,Paraguay,2025,Puntaje promedio,,,,355,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Ciencia,Guatemala,2025,Puntaje promedio,,,,351,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
Indicadores internacionales 2025,Lectura,OCDE,2025,Puntaje promedio,,,,461,,,puntos,,Minedu/UMC brochure PISA 2025; OECD,comparacion_internacional_2025.csv
