dataset,competencia,pais_economia,anio,indicador,dimension,grupo,nivel,valor,valor_2,valor_3,unidad,nota,fuente,archivo_origen
Serie regional histórica,Matemática,Costa Rica,2015,Puntaje medio,,País,,400,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Costa Rica,2018,Puntaje medio,,País,,402,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Costa Rica,2022,Puntaje medio,,País,,385,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Costa Rica,2025,Puntaje medio,,País,,387,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,El Salvador,2022,Puntaje medio,,País,,343,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,El Salvador,2025,Puntaje medio,,País,,346,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Guatemala,2022,Puntaje medio,,País,,344,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Guatemala,2025,Puntaje medio,,País,,334,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,México,2009,Puntaje medio,,País,,419,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,México,2012,Puntaje medio,,País,,413,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,México,2015,Puntaje medio,,País,,408,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,México,2018,Puntaje medio,,País,,409,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,México,2022,Puntaje medio,,País,,395,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,México,2025,Puntaje medio,,País,,388,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Paraguay,2022,Puntaje medio,,País,,338,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Paraguay,2025,Puntaje medio,,País,,334,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Perú,2009,Puntaje medio,,País,,365,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Perú,2012,Puntaje medio,,País,,368,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Perú,2015,Puntaje medio,,País,,387,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Perú,2018,Puntaje medio,,País,,400,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Perú,2022,Puntaje medio,,País,,391,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Perú,2025,Puntaje medio,,País,,382,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Rep. Dominicana,2015,Puntaje medio,,País,,328,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Rep. Dominicana,2018,Puntaje medio,,País,,325,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Rep. Dominicana,2022,Puntaje medio,,País,,339,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Rep. Dominicana,2025,Puntaje medio,,País,,339,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Uruguay,2009,Puntaje medio,,País,,427,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Uruguay,2012,Puntaje medio,,País,,409,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Uruguay,2015,Puntaje medio,,País,,418,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Uruguay,2018,Puntaje medio,,País,,418,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Uruguay,2022,Puntaje medio,,País,,409,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Matemática,Uruguay,2025,Puntaje medio,,País,,405,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,OCDE,2009,Puntaje medio,,Referencia OCDE,,490,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,OCDE,2012,Puntaje medio,,Referencia OCDE,,493,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,OCDE,2015,Puntaje medio,,Referencia OCDE,,490,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,OCDE,2018,Puntaje medio,,Referencia OCDE,,487,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,OCDE,2022,Puntaje medio,,Referencia OCDE,,476,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,OCDE,2025,Puntaje medio,,Referencia OCDE,,461,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Argentina,2009,Puntaje medio,,País,,398,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Argentina,2012,Puntaje medio,,País,,396,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Argentina,2018,Puntaje medio,,País,,402,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Argentina,2022,Puntaje medio,,País,,401,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Argentina,2025,Puntaje medio,,País,,389,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Brasil,2009,Puntaje medio,,País,,412,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Brasil,2012,Puntaje medio,,País,,407,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Brasil,2015,Puntaje medio,,País,,407,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Brasil,2018,Puntaje medio,,País,,413,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Brasil,2022,Puntaje medio,,País,,410,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Brasil,2025,Puntaje medio,,País,,408,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Chile,2009,Puntaje medio,,País,,449,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Chile,2012,Puntaje medio,,País,,441,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Chile,2015,Puntaje medio,,País,,459,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Chile,2018,Puntaje medio,,País,,452,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Chile,2022,Puntaje medio,,País,,448,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Chile,2025,Puntaje medio,,País,,436,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Colombia,2009,Puntaje medio,,País,,413,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Colombia,2012,Puntaje medio,,País,,403,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Colombia,2015,Puntaje medio,,País,,425,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Colombia,2018,Puntaje medio,,País,,412,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Colombia,2022,Puntaje medio,,País,,409,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Colombia,2025,Puntaje medio,,País,,399,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Costa Rica,2009,Puntaje medio,,País,,443,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Costa Rica,2012,Puntaje medio,,País,,441,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Costa Rica,2015,Puntaje medio,,País,,427,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Costa Rica,2018,Puntaje medio,,País,,426,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Costa Rica,2022,Puntaje medio,,País,,415,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Costa Rica,2025,Puntaje medio,,País,,416,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,El Salvador,2022,Puntaje medio,,País,,365,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,El Salvador,2025,Puntaje medio,,País,,366,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Guatemala,2022,Puntaje medio,,País,,374,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Guatemala,2025,Puntaje medio,,País,,337,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,México,2009,Puntaje medio,,País,,425,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,México,2012,Puntaje medio,,País,,424,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,México,2015,Puntaje medio,,País,,423,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,México,2018,Puntaje medio,,País,,420,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,México,2022,Puntaje medio,,País,,415,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,México,2025,Puntaje medio,,País,,408,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Paraguay,2022,Puntaje medio,,País,,373,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Paraguay,2025,Puntaje medio,,País,,352,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Perú,2009,Puntaje medio,,País,,370,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Perú,2012,Puntaje medio,,País,,384,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Perú,2015,Puntaje medio,,País,,398,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Perú,2018,Puntaje medio,,País,,401,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Perú,2022,Puntaje medio,,País,,408,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Perú,2025,Puntaje medio,,País,,390,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Rep. Dominicana,2015,Puntaje medio,,País,,358,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Rep. Dominicana,2018,Puntaje medio,,País,,342,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Rep. Dominicana,2022,Puntaje medio,,País,,351,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Rep. Dominicana,2025,Puntaje medio,,País,,346,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Uruguay,2009,Puntaje medio,,País,,426,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Uruguay,2012,Puntaje medio,,País,,411,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Uruguay,2015,Puntaje medio,,País,,437,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Uruguay,2018,Puntaje medio,,País,,427,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Uruguay,2022,Puntaje medio,,País,,430,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Lectura,Uruguay,2025,Puntaje medio,,País,,423,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,OCDE,2009,Puntaje medio,,Referencia OCDE,,498,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,OCDE,2012,Puntaje medio,,Referencia OCDE,,498,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,OCDE,2015,Puntaje medio,,Referencia OCDE,,491,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,OCDE,2018,Puntaje medio,,Referencia OCDE,,489,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,OCDE,2022,Puntaje medio,,Referencia OCDE,,485,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,OCDE,2025,Puntaje medio,,Referencia OCDE,,482,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Argentina,2009,Puntaje medio,,País,,401,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Argentina,2012,Puntaje medio,,País,,406,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Argentina,2018,Puntaje medio,,País,,404,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Argentina,2022,Puntaje medio,,País,,406,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Argentina,2025,Puntaje medio,,País,,393,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Brasil,2009,Puntaje medio,,País,,405,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Brasil,2012,Puntaje medio,,País,,402,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Brasil,2015,Puntaje medio,,País,,401,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Brasil,2018,Puntaje medio,,País,,404,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Brasil,2022,Puntaje medio,,País,,403,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Brasil,2025,Puntaje medio,,País,,409,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Chile,2009,Puntaje medio,,País,,447,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Chile,2012,Puntaje medio,,País,,445,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Chile,2015,Puntaje medio,,País,,447,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Chile,2018,Puntaje medio,,País,,444,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Chile,2022,Puntaje medio,,País,,444,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Chile,2025,Puntaje medio,,País,,442,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Colombia,2009,Puntaje medio,,País,,402,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Colombia,2012,Puntaje medio,,País,,399,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Colombia,2015,Puntaje medio,,País,,416,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Colombia,2018,Puntaje medio,,País,,413,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Colombia,2022,Puntaje medio,,País,,411,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Colombia,2025,Puntaje medio,,País,,414,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Costa Rica,2009,Puntaje medio,,País,,430,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Costa Rica,2012,Puntaje medio,,País,,429,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Costa Rica,2015,Puntaje medio,,País,,420,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Costa Rica,2018,Puntaje medio,,País,,416,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Costa Rica,2022,Puntaje medio,,País,,411,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Costa Rica,2025,Puntaje medio,,País,,424,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,El Salvador,2022,Puntaje medio,,País,,373,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,El Salvador,2025,Puntaje medio,,País,,385,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Guatemala,2022,Puntaje medio,,País,,373,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Guatemala,2025,Puntaje medio,,País,,351,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,México,2009,Puntaje medio,,País,,416,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,México,2012,Puntaje medio,,País,,415,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,México,2015,Puntaje medio,,País,,416,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,México,2018,Puntaje medio,,País,,419,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,México,2022,Puntaje medio,,País,,410,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,México,2025,Puntaje medio,,País,,414,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Paraguay,2022,Puntaje medio,,País,,368,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Paraguay,2025,Puntaje medio,,País,,355,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Perú,2009,Puntaje medio,,País,,369,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Perú,2012,Puntaje medio,,País,,373,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Perú,2015,Puntaje medio,,País,,397,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Perú,2018,Puntaje medio,,País,,404,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Perú,2022,Puntaje medio,,País,,408,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Perú,2025,Puntaje medio,,País,,406,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Rep. Dominicana,2015,Puntaje medio,,País,,332,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Rep. Dominicana,2018,Puntaje medio,,País,,336,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Rep. Dominicana,2022,Puntaje medio,,País,,360,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Rep. Dominicana,2025,Puntaje medio,,País,,361,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Uruguay,2009,Puntaje medio,,País,,427,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Uruguay,2012,Puntaje medio,,País,,416,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Uruguay,2015,Puntaje medio,,País,,435,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Uruguay,2018,Puntaje medio,,País,,426,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Uruguay,2022,Puntaje medio,,País,,435,,,puntos PISA,,"UMC-Minedu, Informe nacional PISA 2022",serie_regional_2009_2025.csv
Serie regional histórica,Ciencia,Uruguay,2025,Puntaje medio,,País,,445,,,puntos PISA,,"Minedu/UMC, Brochure resultados PISA 2025",serie_regional_2009_2025.csv
Tendencia por estratos,Matemática,,2009,Puntaje medio por estrato,Nacional,Perú,,365,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2012,Puntaje medio por estrato,Nacional,Perú,,368,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2015,Puntaje medio por estrato,Nacional,Perú,,387,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2018,Puntaje medio por estrato,Nacional,Perú,,400,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
