edicion,competencia,pais_economia,puntaje_medio,tipo,fuente
2009,Ciencia,Albania,391,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Alemania,520,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Argentina,401,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Australia,527,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Brasil,405,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Bulgaria,439,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Bélgica,507,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Canadá,529,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Chequia,500,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Chile,447,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Chinese Taipei,520,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Colombia,402,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Corea,538,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Costa Rica,430,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Croacia,486,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Dinamarca,499,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Emiratos Árabes Unidos,438,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Eslovenia,512,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,España,488,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Estados Unidos,502,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Estonia,528,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Finlandia,554,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Francia,498,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Georgia,373,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Grecia,470,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Hong Kong (China),549,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Hungría,503,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Indonesia,383,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Irlanda,508,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Islandia,496,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Israel,455,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Italia,489,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Japón,539,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Kazajistán,400,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Letonia,494,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Lituania,491,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Macao (China),511,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Malasia,422,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Malta,461,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Moldova,413,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Montenegro,401,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,México,416,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Noruega,500,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Nueva Zelanda,532,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,OCDE,498,referencia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Panamá,376,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Países Bajos,522,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Perú,369,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Polonia,508,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Portugal,493,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Qatar,379,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Reino Unido,514,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,República Eslovaca,490,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Rumanía,428,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Serbia,443,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Singapur,542,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Suecia,495,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Suiza,517,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Tailandia,425,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Türkiye,454,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Ciencia,Uruguay,427,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Albania,385,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Alemania,497,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Argentina,398,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Australia,515,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Brasil,412,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Bulgaria,429,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Bélgica,506,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Canadá,524,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Chequia,478,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Chile,449,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Chinese Taipei,495,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Colombia,413,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Corea,539,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Costa Rica,443,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Croacia,476,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Dinamarca,495,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Emiratos Árabes Unidos,431,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Eslovenia,483,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,España,481,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Estados Unidos,500,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Estonia,501,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Finlandia,536,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Francia,496,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Georgia,374,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Grecia,483,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Hong Kong (China),533,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Hungría,494,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Indonesia,402,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Irlanda,496,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Islandia,500,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Israel,474,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Italia,486,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Japón,520,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Kazajistán,390,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Letonia,484,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Lituania,468,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Macao (China),487,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Malasia,414,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Malta,442,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Moldova,388,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Montenegro,408,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,México,425,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Noruega,503,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Nueva Zelanda,521,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,OCDE,490,referencia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Panamá,371,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Países Bajos,508,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Perú,370,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Polonia,500,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Portugal,489,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Qatar,372,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Reino Unido,494,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,República Eslovaca,477,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Rumanía,424,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Serbia,442,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Singapur,526,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Suecia,497,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Suiza,501,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Tailandia,421,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Türkiye,464,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Lectura,Uruguay,426,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Albania,377,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Alemania,513,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Argentina,388,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Australia,514,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Brasil,386,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Bulgaria,428,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Bélgica,515,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Canadá,527,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Chequia,493,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Chile,421,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Chinese Taipei,543,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Colombia,381,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Corea,546,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Costa Rica,409,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Croacia,460,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Dinamarca,503,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Emiratos Árabes Unidos,421,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Eslovenia,501,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,España,483,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Estados Unidos,487,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Estonia,512,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Finlandia,541,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Francia,497,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Georgia,379,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Grecia,466,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Hong Kong (China),555,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Hungría,490,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Indonesia,371,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Irlanda,487,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Islandia,507,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Israel,447,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Italia,483,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
2009,Matemática,Japón,529,pais_economia,"OECD, PISA 2022 Results (Volume I), Tables I.B1.5.4 (Mathematics), I.B1.5.5 (Reading), I.B1.5.6 (Science)."
